Date,News,Type of visualizaton,Content it is depicting,page no.(location),quadrant,width (columns),height (inch),colour/ b&w(treatment),photograph,illustration
Dec-15,Rohit explains the art of hitting sixes,"visual depiction of numbers, jumbo figures",sports,20,"2, 3",2,3,colour,yes,no
Dec-15,City to go full steam ahead: Pep,"table, ring chart, timeline, jumbo figures",sports,21,"1, 2",3.5,7,colour,yes,no
Dec-15,A graveyard that feels to alive,"map, icons",lifestyle,ii,4,1,2,colour,yes,no
Dec-15,ht weather,"icons, map, jumbo figures, colour",weather,ii,4,3.5,1.5,colour,no,no
Dec-16,Slum dwellers set to get flats as rehab policy finally take off,list,development,6,1,2,2,b&w,no,no
Dec-16,traffic advisory,"map, colour, icons, list, table",campaign ,6,"3, 4",8,8,colour,yes,yes
Dec-16,Air quality in delhi NCR,"colour, bar chart",environment,8,1,3,2,colour,no,no
Dec-16,december 16 gang rape,"jumbo figures, timeline, colour",crime,10,"1, 2",8,1.5,colour,yes,no
Dec-16,we are frozen in time... girls are still falling prey,"map, timeline",crime,10,2,1.5,6.5,colour,no,no
Dec-16,media walks a fine line in reporting on sexual crimes,line chart,crime,10,"3, 4",6.5,3,colour,no,no
Dec-16,december 16 gang rape (continued...),"timeline, jumbo figures, colour",crime,11,"1, 2",8,1.5,colour,no,no
Dec-16,"myopic reading of crime records likely to overshadow finer points, positive trends","stacked bar chart, colour",crime,11,"3, 4",3.9,4,colour,no,no
Dec-16,webpoll,pie chart,public opinion,12,3,2,1.7,colour,no,no
Dec-16,india through the lens,jumbo figures,economic,12,4,3,6,colour,yes,no
Dec-16,kargil cooler than reykjavik,bar chart,weather,15,2,4,3,colour,yes,no
Dec-16,"arms racket busted in nashik, three hold",jumbo figures,crime,15,2,1,2,colour,yes,no
Dec-16,GST slashed on your resturant bill,table,economic,19,4,6,3,colour,no,yes
Dec-16,Ht-NIELSEN bookscan top 10,list,entertainment,22,"1, 2",8,1,colour,yes,no
Dec-16,unprecedented speed & scale of development for a vibrant North East,"icons, list",development,23,"1, 2",8,7,colour,yes,no
Dec-16,"Sensex, nifty jump as exit pollspoint to BJP wins in HP, Guj",line chart,sensex,25,2,2,2,colour,no,no
Dec-16,trade deficit down to $13.8bn in Nov,"line chart, bar chart, colour",economic,25,1,3,3,colour,no,no
Dec-16,Dhoni set to renew special ties with Visakhapatnam,table,sports,27,"2, 3",3,1.5,colour,yes,no
Dec-16,sensational smith leads Oz-fightback,"list, table",sports,28,1,2,5.5,colour,yes,no
Dec-16,englands highest 5th wicket stands,"bar chart, table",sports,28,2,2,2,colour,yes,no
Dec-16,top five sports money earners of all time,jumbo figures,sports,28,4,2,8,colour,yes,no
Dec-16,can tottenham end City's run?,"jumbo figures, ring chart",sports,29,"1, 2",2,3,colour,yes,no
Dec-16,cabinet approves bills to replace MCI,table,administration,i,2,2,2.5,colour,no,no
Dec-16,Ht weather,"icons, map, jumbo figures, colour",weather,ii,4,3,1.5,colour,no,no
Dec-17,preconception & pre-natal sex determination is a criminal offence,table,health,2,"3, 4",6.5,3,colour,yes,yes
Dec-17,police stations turn skills training hubs,"jumbo figures, bar chart",development,4,1,1.3,4,colour,yes,no
Dec-17,"gold smugglers shifting base to europe, says official at IGI","stacked bar chart, map, list, timeline",crime,5,"1, 2",3,6,colour,yes,no
Dec-17,Air quality in delhi NCR,"colour, bar chart",environment,7,2,3,2,colour,no,no
Dec-17,PM flags off BJP's N-E poll campaign,"map, table, colour",politics,8,1,4,5,colour,no,no
Dec-17,wildlife number falls in J'khand even as forest cover increases,"stacked bar chart, colour, bubble chart ",environment,8,"3, 4",3,3,colour,yes,no
Dec-17,webpoll,pie chart,public opinion,8,3,2,1.7,colour,no,no
Dec-17,Imapct of air pollution on lung health,table,health,9,"3, 4",5.5,2,colour,yes,no
Dec-17,Join the league of the 'Extraordinary',table,campaign ,13,"3, 4",4,1.5,colour,yes,no
Dec-17,between a rock and a hard place,"map, stacked bar chart, ring chart, jumbo figures",lifestyle,19,"1, 2, 3, 4",1.7,6,colour,yes,no
