Date,News,Type of visualizaton,Content it is depicting,page no.(location),quadrant,width (columns),height (inch),colour/ b&w(treatment),photograph,illustration
Dec-25,"in year full of polls, little room for policy stimulus, pvt sector investment is key",area chart,politics,14,"1, 4",2.5,3,colour,no,yes
Dec-25,rising education NPAs add to banks' stress',"table, list, jumbo figures",economic,19,3,4,4,colour,no,yes
Dec-25,scorecard,table,sports,22,1,1.3,9,b&w,yes,no
Dec-25,race over,jumbo figures,sports,24,1,1.5,4,colour,no,no
Dec-25,Inaguration of botanical garden-kalkaji mandir metro rail line,"map, list",transport,24,"3, 4",5,4,colour,yes,no
Dec-26,Crimes against women: Odisha tops the list,table,crime,2,1,2.5,2,b&w,no,no
Dec-26,Opinion poll,jumbo figures,public opinion,2,3,1.5,2,colour,no,no
Dec-26,Air quality,"ring chart, colour",environment,3,1,4,1,colour,no,no
Dec-26,"noida magenta line launch all-BJP affair, AAP calls it insult in delhi","jumbo figures, list",politics,3,"1, 2, 3, 4",3,5,colour,yes,no
Dec-26,where faith in BJP overrode urban traders' anger and hradik appeal,"map, table, colour",politics,6,3,1.3,4.5,colour,yes,no
Dec-26,"where farm distress, lack of rural vikas helped cong snatch a region","line chart, table",politics,6,4,1.3,4.5,colour,yes,no
Dec-26,Mumai welcomes first AC local train,table,transport,8,2,2,2,colour,yes,no
Dec-26,"In 8 state polls before 2019's prize, tests for modi and rahul",timeline,politics,10,3,1,4,b&w,no,yes
Dec-26,Price of comodities,icons,economic,15,1,3,1,colour,no,no
Dec-26,budget carries to drive next phase of fleet expansion,list,economic,15,2,2,2,b&w,no,no
Dec-26,E-commerce market may cross $50 bn in 2018,jumbo figures,economic,15,"3, 4",4,4,colour,no,yes
