Date,News,Type of visualizaton,Content it is depicting,page no.(location),quadrant,width (columns),height (inch),colour/ b&w(treatment),photograph,illustration
24,Fodder scam,"jumbo figures, timeline",judiciary,14,"1, 2",5,1.1,colour,no,yes
24,Online poll,bar chart,politics,19,3,1.5,2.2,colour,no,no
24,Team India's eyes on clean sweep,jumbo figures,sports,16,"1, 2",4,3.9,colour,yes,no
24,"Bruce, the first astronaut to swim into the space, is no more with us",jumbo figures,lifestyle,ii,4,1,1.1,colour,yes,no
24,Salman khan again  becomes country's celebrity no 1,jumbo figures,entertainment,iv,"1, 4",2,4.4,colour,yes,no
25,"Majenta line: botanical garden to kalka ji mandir, PM Modi will inaugrate",jumbo figures,transport,1,2,0.5,0.6,colour,yes,no
25,"Clean sweep in T-20, bdeats Sri Lanka by 5 wickets",jumbo figures,sports,1,2,1,0.3,colour,yes,no
25,"Pakistan gets crisp answer, 2 snipers dead, many stations destroyed",jumbo figures,foreign affairs,1,1,2,1.1,colour,yes,no
25,Today's temperature,"icons, jumbo figures",weather,2,2,1.5,1.1,colour,no,no
25,Every year a new metro covering 15kms gets launched,jumbo figures,transport,2,1,1,0.6,colour,yes,no
25,Botanical Garden - Kalkaji Mandir metro line route,map,transport,5,"1, 3, 4",4,2.2,colour,yes,no
25,Job alert,jumbo figures,lifestyle,7,"2, 3",2,3.3,colour,no,yes
25,IIT Kanpur tops in placement this year,"table, jumbo figures",education,7,1,2.5,1.7,colour,yes,no
25,sports franchise is expensive than any other,bar chart,lifestyle,10,3,2.5,2.8,b&w,yes,no
25,"Carpenter's son Jairam holds position in Siraj, HP",timeline,politics,11,2,1.5,2.2,colour,yes,no
25,My christmas lunch will be best in the world,"jumbo figures, map",lifestyle,13,1,3,1.7,colour,yes,no
25,Online poll,bar chart,politics,13,3,1.5,2.2,colour,no,no
25,Defeated Sri Lanka in T-20,"table, jumbo figures",sports,15,"1, 2",1.5,6.7,b&w,yes,no
25,Only known stars in Pro wresilng league,"list, jumbo figures",sports,15,4,1,3.3,colour,yes,no
26,Today's temperature,"icons, jumbo figures",weather,2,2,1.5,1.1,colour,no,no
26,Pink Line's deadline again extends,jumbo figures,transport,2,1,1,1.7,colour,yes,no
26,When did the PM arrive,timeline,lifestyle,3,"1, 4",1,6.7,colour,yes,no
26,Job alert,jumbo figures,lifestyle,7,"2, 3",2,3.3,colour,no,yes
26,Expressway again stuck in the acquisition of governement lands,jumbo figures,administration,8,2,1,1.1,colour,no,no
26,Air quality again worsens in Delhi NCR,table,environment,8,1,1,1.1,b&w,no,no
26,Sensex,icons,sensex,10,"1, 2",6,0.6,b&w,no,no
26,world's largest churches,bar chart,lifestyle,12,3,2.5,2.8,b&w,yes,no
26,Online poll,bar chart,politics,13,3,1.5,1.7,colour,no,no
26,In heat of these masalas,jumbo figures,lifestyle,14,2,1.5,1.1,colour,yes,no
26,Increasing bloodpressure,jumbo figures,health,14,4,2,1.1,colour,yes,no
26,Dhoni at 36 is more fit and active,jumbo figures,sports,15,2,1.5,2.2,colour,yes,no
26,England's Ordeal in fourth test match,jumbo figures,sports,15,3,1,1.1,colour,yes,no
26,Sehwag and Afridi will now play cricket on snow,jumbo figures,sports,15,3,2,0.3,colour,yes,no
27,Gujarat : Rupani takes oath as CM for second time,jumbo figures,politics,1,3,1,0.6,colour,yes,no
27,Today's temperature,"icons, jumbo figures",weather,3,2,1.5,1.1,colour,no,no
27,Job alert,jumbo figures,lifestyle,7,"2, 3",2,3.3,colour,no,yes
27,IIT Gandhinagar no.1 in pacement,table,education,7,1,2,2.2,colour,yes,no
27,Fraud company ablaze's director arrested in pune,jumbo figures,crime,8,1,1,1.1,b&w,yes,no
27,Country's first pod taxi's dream to be fulfilled soon,jumbo figures,transport,8,4,1,1.1,b&w,yes,no
27,Rupani's cabinet pays more attention towards villages,jumbo figures,politics,9,2,2,1.1,colour,yes,no
27,Most watery fruit,bar chart,health,10,3,2.5,2.2,b&w,yes,no
27,Sensex,icons,sensex,11,"1, 2",6,0.6,b&w,no,no
27,"80,808 crore GST recovered in november",table,economic,11,1,1,1.1,b&w,yes,no
27,Politics: A battle (about GST),jumbo figures,politics,12,2,1,1.7,colour,yes,no
27,Revenge from Pakistan,jumbo figures,foreign affairs,13,1,3,1.1,colour,no,no
27,Online poll,bar chart,politics,13,3,1.5,2.2,colour,no,no
27,Warner hits century in melbourne test,jumbo figures,sports,15,"1, 2",2,2.2,colour,yes,no
27,Lifting set will be set at world's champions home,jumbo figures,sports,15,4,1,0.6,colour,yes,no
